name,studio_price,one_bed_price,two_bed_price,city,state
Ashbrook-Clawson Village,,,,Charlotte,NC
South San Lauren - Fruitvale,,,,Bakersfield,CA
Waveland Park,,,,Des Moines,IA
Tiger Hole-Secret Woods,,,,Jacksonville,FL
Westmont,,,,Mobile,AL
Carthage,,,,Cincinnati,OH
Guide Meridian,,,,Bellingham,WA
Richland Park,,,,Richardson,TX
Golden Valley,,,,Milwaukee,WI
Dobson Woods,,,,Mesa,AZ
First Ward,,,,Charlotte,NC
Near Northeast,1175,1550,1950,Washington,DC
Marynook,,,,Chicago,IL
Kops Park,,,,Milwaukee,WI
Twin Oaks,,,,Lexington,KY
Williamsburg,,,,Arlington,VA
Sheridan,,,,Minneapolis,MN
The Gate District,,,,Saint Louis,MO
Meyer Park,,,,Tempe,AZ
Hamilton,,,,Fort Wayne,IN
Patrick Henry,,,,Tulsa,OK
Woodmere,,,,Jacksonville,FL
Samish Hill,,,,Bellingham,WA
Academy Hills Park,,,,Albuquerque,NM
Fairway Bend,,,,Fort Worth,TX
Fox Run,,,,Bakersfield,CA
Cedonia,,,,Baltimore,MD
Bravo Park Lane,,,,Tucson,AZ
Fernwood,,,,Milwaukee,WI
Sunshine Estates,,,,San Antonio,TX
Slater Rd-Hamilton Circle,,,,Charlotte,NC
Lafayette Square,,,,Saint Louis,MO
Upper Rattlesnake,,,,Missoula,MT
Laurelwood,,,,Albuquerque,NM
Hope,,,,Providence,RI
Olde Towne,,,,Toledo,OH
The Strip,,,,Las Vegas,NV
Rock Spring,,,,Arlington,VA
Oakbrook,,,,Vancouver,WA
Phantom Lake,,,,Bellevue,WA
Marietta,,,,Jacksonville,FL
Palm Beach Lakes,,,,West Palm Beach,FL
Perkerson,,,,Atlanta,GA
Historic Old Hickory Village,,,,Nashville,TN
Dodge Flower,,,,Tucson,AZ
Mission Valley West,,,,San Diego,CA
Bryant,,,,Minneapolis,MN
Midvale Heights Community,,,,Madison,WI
Marrion,,,,Vancouver,WA
North East,,,,Olympia,WA
Barrio Hollywood,,,,Tucson,AZ
Riverside Heights,,,,Tampa,FL
Violetville,,,,Baltimore,MD
North Harford Road,,,,Baltimore,MD
Morris Park,,,,Minneapolis,MN
Forest Hill,,,,San Francisco,CA
Lakeshore,,,,Aurora,CO
North Rosslyn,,,,Arlington,VA
Charles House Area Council,,,,Rochester,NY
Fairways Forest,,,,Jacksonville,FL
University Park Estates,,,,Long Beach,CA
Greektown,,,,Baltimore,MD
Green River,,,,Corona,CA
North Highland Park,,,,Richmond,VA
West De Paul,,,,Chicago,IL
East Lake,,,,Atlanta,GA
Cornwall Park,,,,Bellingham,WA
Crown Hill,,,,Seattle,WA
Mohican Regent,,,,Detroit,MI
Holiday Park,,,,Albuquerque,NM
Lake Ridge,,,,Fort Lauderdale,FL
Braun Station West,,,,San Antonio,TX
West Floral Park,,,,Santa Ana,CA
Oakwood,,,,Knoxville,TN
Lauriedale,,,,San Mateo,CA
West Morgan Park,,,,Chicago,IL
Latah Valley,,,,Spokane,WA
Rio Vista,,,,Fort Lauderdale,FL
Windsor Village,,,,Santa Ana,CA
Gillette Area,,,,San Antonio,TX
Parkland Hills,,,,Albuquerque,NM
Hillview,,,,Theodore,AL
Monterey,,,,Orlando,FL
Academy,,,,Saint Louis,MO
Saint Joseph,,,,Louisville,KY
Southwood,,,,Jacksonville,FL
River Bend,,,,Des Moines,IA
Ruskin Hills,,,,Kansas City,MO
Denny Triangle,,,,Seattle,WA
Kearny Mesa,,,,San Diego,CA
Hubbard Heights,,,,Fort Worth,TX
The Hill,,,,Saint Louis,MO
Palmetto Beach,,,,Tampa,FL
Interbay,,,,Tampa,FL
Mark Twain,,,,Richardson,TX
Summerhill,,,,Atlanta,GA
Sherman,,,,Madison,WI
Cody,,,,Mobile,AL
Stony Island Park,,,,Chicago,IL
Buena Vista Park,,,,San Francisco,CA
Holiday Hills,,,,Lexington,KY
Knolls West,,,,Columbus,OH
Hillwood Estates,,,,Nashville,TN
North Charlotte,,,,Charlotte,NC
North Beach,,,,Seattle,WA
Golden Hills,,,,El Paso,TX
28 Palms,,,,Fremont,CA
Burr Oaks,,,,Madison,WI
Coppin Heights - Ash-Co-East,,,,Baltimore,MD
Hermitage Hills,,,,Nashville,TN
Johnson's Woods,,,,Milwaukee,WI
Clifton,,,,Louisville,KY
Slate Hill,,,,Columbus,OH
Thomasville Heights,,,,Atlanta,GA
Vernon,,,,Portland,OR
Westlakes,,,,Bakersfield,CA
North Garrison Heights,,,,Vancouver,WA
Euclid Heights,,,,Saint Petersburg,FL
Sterling,,,,Charlotte,NC
St. Louis Place,,,,Saint Louis,MO
Fabrique,,,,Wichita,KS
United Neighbors Together,,,,Rochester,NY
Downtown Des Moines,,,,Des Moines,IA
Smoketown Jackson,,,,Louisville,KY
Downtown Charlotte,,,,Charlotte,NC
Upper Peralta Creek,,,,Oakland,CA
Falcon Ridge,,,,Fort Worth,TX
Brookside Woods,,,,Columbus,OH
Fossil Park,,,,Fort Worth,TX
Gateway,,,,Saint Petersburg,FL
DUMBO,,,,New York,NY
Sunset,,,,Boise,ID
West Forest Park,,,,Baltimore,MD
Patch,,,,Saint Louis,MO
Middle East,,,,Baltimore,MD
Poinsettia Heights,,,,Fort Lauderdale,FL
North Cleveland Park,1517,1599,1839,Washington,DC
Five Points,,,,Detroit,MI
North Columbia,,,,Columbia,SC
Villages of Brimhall - Brimhall Classics,,,,Bakersfield,CA
Deshler Park,,,,Columbus,OH
Dinsmore,,,,Jacksonville,FL
Twinbrooks,,,,Saint Petersburg,FL
Medfield,,,,Baltimore,MD
Carino Estates,,,,Chandler,AZ
Idlewood,,,,Baltimore,MD
Presidential Hills,,,,Jackson,MS
East Central,,,,Fort Wayne,IN
Grier Heights,,,,Charlotte,NC
Peachtree Hills,,,,Atlanta,GA
Graceland,,,,Milwaukee,WI
Central Business District,,,,San Mateo,CA
Munsey Park,,,,Manhasset,NY
Biscayne Terrace,,,,Jacksonville,FL
East Riverside,,,,New Orleans,LA
Poncey-Highland,,,,Atlanta,GA
Sylvan Heights West,,,,Fort Worth,TX
Kingsborough,,,,Aurora,CO
Twelve Oaks,,,,Chandler,AZ
Parkside,,,,Buffalo,NY
Southeast Quality,,,,South Bend,IN
Mordecai,,,,Raleigh,NC
Arapaho,,,,Richardson,TX
Russell Woods,,,,Detroit,MI
Springfield,,,,Dayton,OH
Poppleton,,,,Baltimore,MD
Hyatt Park,,,,Columbia,SC
Spring Hill - City View,,,,Pittsburgh,PA
Forest Park Southeast,,,,Saint Louis,MO
Dudgeon-Monroe,,,,Madison,WI
West Markham,,,,Little Rock,AR
Green Hills Neighborhood Association,,,,Nashville,TN
Clifton Heights,,,,Saint Louis,MO
Kern City,,,,Bakersfield,CA
Bordeaux,,,,Nashville,TN
Lake Watkins,,,,Lakeland,FL
Gray's Woods,,,,Des Moines,IA
Park View,1250,1500,2085,Washington,DC
Red Ridge South,,,,Kansas City,MO
Fairlawn Heights,,,,Akron,OH
Honey Creek Manor,,,,Milwaukee,WI
Franklin Park,,,,Columbus,OH
Federal Hill,,,,Baltimore,MD
Fox Park,,,,Saint Louis,MO
Oak Park Northwest,,,,Kansas City,MO
Emma Dickinson Orchard Homes,,,,Missoula,MT
Stockdale Greens,,,,Bakersfield,CA
NTNA - College,,,,Tempe,AZ
Marine Villa,,,,Saint Louis,MO
Penn Quarter,1715,1995,2225,Washington,DC
Petworth,1243,1310,1661,Washington,DC
Southern Dayton View,,,,Dayton,OH
Lake Somerset,,,,Lakeland,FL
Starmount,,,,Charlotte,NC
Fairmount Park,,,,San Diego,CA
San Mateo Park,,,,San Mateo,CA
Upper Lawrenceville,,,,Pittsburgh,PA
S Y Jackson,,,,Albuquerque,NM
Randle Highlands,920,1056,1300,Washington,DC
Franklin Square,,,,Baltimore,MD
Ortega,,,,Jacksonville,FL
Oakleigh,,,,Mobile,AL
Guilford Center,,,,Guilford,CT
Summit View Woods,,,,Columbus,OH
Rolling Hills Ranch,,,,Chula Vista,CA
Golden Gate Heights,,,,San Francisco,CA
Midway,,,,Henderson,NV
Northern Hills,,,,San Antonio,TX
Westover,,,,Stamford,CT
Wexford Village,,,,Madison,WI
Arlington Heights,,,,Arlington,VA
Harrisburg - Manchester,,,,Houston,TX
La Gorce,,,,Miami Beach,FL
Pheasant Hill,,,,Dayton,OH
Orchard Breeze,,,,Wichita,KS
Colonial Village,,,,Arlington,VA
Lake Claire,,,,Atlanta,GA
Crystal Ranch,,,,Bakersfield,CA
Hawarden Hills,,,,Riverside,CA
Encanto,,,,Mesa,AZ
Windermere,,,,Seattle,WA
M.L. King Jr. Park,,,,Des Moines,IA
Houghton,,,,Tucson,AZ
Westgate,,,,Baltimore,MD
Washington Square,,,,Mobile,AL
Holly Hills,,,,Saint Louis,MO
Eldorado Heights,,,,Albuquerque,NM
Riverfront,,,,Missoula,MT
Arlington Forest,,,,Arlington,VA
East Jacksonville,,,,Jacksonville,FL
Southgate,,,,Milwaukee,WI
North Waterfront,,,,San Francisco,CA
Perring Loch,,,,Baltimore,MD
Inner Harbor,,,,Baltimore,MD
East Beechwold,,,,Columbus,OH
Waverly,,,,Baltimore,MD
North Kenwood,,,,Saint Petersburg,FL
Old Fort Lowell,,,,Tucson,AZ
West Highlands,,,,Tulsa,OK
Peoplestown,,,,Atlanta,GA
Summit Park,,,,Albuquerque,NM
West Oakland,,,,Pittsburgh,PA
Preserve North,,,,Columbus,OH
Hector Campbell,,,,Milwaukie,OR
Eastmorland Community,,,,Madison,WI
Garden Homes,,,,Milwaukee,WI
Second Creek,,,,Mobile,AL
Hillside,,,,Torrance,CA
Piney Knolls,,,,Richmond,VA
Scioto Trace,,,,Columbus,OH
Morning Sunwood,,,,Santa Ana,CA
Rosedale,,,,Denver,CO
Belmont,,,,Charlotte,NC
White Bridge,,,,Nashville,TN
West Mesa,,,,Santa Barbara,CA
Maplewood,,,,Portland,OR
Las Palmas,,,,Oakland,CA
Cedmont,,,,Baltimore,MD
Euclid-St Pauls,,,,Saint Petersburg,FL
Belmont Terrace,,,,Chicago,IL
Tyler Park,,,,Louisville,KY
Allentown,,,,Pittsburgh,PA
Thomaston,,,,Great Neck,NY
Bellemeade,,,,Richmond,VA
South River Gardens,,,,Atlanta,GA
Fossil Park,,,,Saint Petersburg,FL
Waterbury,,,,Des Moines,IA
Delman,,,,San Bernardino,CA
Buckhorn,,,,Mesa,AZ
Feldman's,,,,Tucson,AZ
South Plaza,,,,Kansas City,MO
Indian Springs,,,,Columbus,OH
Bellevue,,,,Richmond,VA
Skies West,,,,Albuquerque,NM
Caballo Hills,,,,Oakland,CA
Arnold Creek,,,,Portland,OR
Lake Road,,,,Milwaukie,OR
Shingle Creek,,,,Minneapolis,MN
Rosemont,,,,Baltimore,MD
Lehi,,,,Mesa,AZ
Pine Hills,,,,Columbus,OH
Nash Park,,,,Milwaukee,WI
Dawson,,,,Austin,TX
Tempe Royal Estates,,,,Tempe,AZ
Arlington Park,,,,Fort Wayne,IN
Livingston - McNaughten,,,,Columbus,OH
Chandler Heights,,,,Garland,TX
Jefferson Park,,,,Denver,CO
Palm Club Village,,,,West Palm Beach,FL
Grandmont No.1,,,,Detroit,MI
Flagler Heights,,,,Fort Lauderdale,FL
Ryan Place,,,,Fort Worth,TX
Rolling Acres,,,,Mobile,AL
Cascade Avenue-Road,,,,Atlanta,GA
Preserve South,,,,Columbus,OH
Monterey,,,,Jacksonville,FL
Carver,,,,Richmond,VA
Stockdale Estates,,,,Bakersfield,CA
Croissant Park,,,,Fort Lauderdale,FL
Whittingham,,,,Monroe Township,NJ
Newport,,,,Youngstown,OH
Highland,,,,Albuquerque,NM
Vista del Norte,,,,Albuquerque,NM
Mabury Park,,,,Santa Ana,CA
Wilder Park,,,,Louisville,KY
Normandy Village,,,,Jacksonville,FL
Westover,,,,Richmond,VA
Three Rivers,,,,Columbus,OH
Greenbush,,,,Madison,WI
Trouville,,,,Columbus,OH
Haviland,,,,Hyde Park,NY
Sonoma Ranch,,,,San Antonio,TX
Mapleton Hill,,,,Boulder,CO
Ridgemoor,,,,Grand Rapids,MI
Avondale Melbourne Heights,,,,Louisville,KY
Brookwood,,,,Mobile,AL
Sand Key Civic Association,,,,Clearwater,FL
Berkeley Sq. & Parkside,,,,Trenton,NJ
Natomas Creek,,,,Sacramento,CA
Frances Slocum,,,,Fort Wayne,IN
RMMA,,,,Austin,TX
Northern Barton Heights,,,,Richmond,VA
Lake Maggiore,,,,Saint Petersburg,FL
Bonnie Brae,,,,Fort Worth,TX
Park City,,,,Knoxville,TN
Woodmere,,,,Baltimore,MD
Wahl Park,,,,Milwaukee,WI
Ashley Park,,,,Charlotte,NC
Edgewood,,,,Fort Lauderdale,FL
Robinswood,,,,Bellevue,WA
Oak Flower,,,,Tucson,AZ
Englewood,,,,Jackson,MS
Hidden Valley,,,,Bellevue,WA
La Placita Park,,,,Wichita,KS
US Naval Base,,,,New Orleans,LA
East Meyer 6,,,,Kansas City,MO
Bonita Long Canyon,,,,Chula Vista,CA
Elliott,,,,Pittsburgh,PA
Riverside,,,,Cleveland,OH
Vasa,,,,Bellevue,WA
Haggin Oaks,,,,Bakersfield,CA
Hillside,,,,Portland,OR
Eastwood,,,,Nashville,TN
Dixieland,,,,Lakeland,FL
East of I-30,,,,Little Rock,AR
Bartlett Park,,,,Saint Petersburg,FL
East Calhoun,,,,Minneapolis,MN
Overlook,,,,Mobile,AL
San Jose,,,,Albuquerque,NM
Highview Estates,,,,Kansas City,MO
La Tuna Canyon,,,,Los Angeles,CA
Hidden Valley,,,,Santa Barbara,CA
Harbordale,,,,Fort Lauderdale,FL
Arlington Park,,,,Columbus,OH
Eastover,,,,Charlotte,NC
Indian Hills Riverbend,,,,Wichita,KS
South Forest Park,,,,Everett,WA
Greenwich Village,,,,Dayton,OH
Queens-Magnolia Terrace,,,,Jackson,MS
Collins View,,,,Portland,OR
Duquesne Heights,,,,Pittsburgh,PA
Brookside Colony,,,,Columbus,OH
Riggs Park,1243,1310,1553,Washington,DC
Bay Creek,,,,Madison,WI
Sheffield,,,,Kansas City,MO
Bolton,,,,Atlanta,GA
Claremont,,,,Arlington,VA
Bridgeview - Greenlawn,,,,Baltimore,MD
Utopia,,,,New York,NY
Browns Mill Park,,,,Atlanta,GA
Buckhead Forest,,,,Atlanta,GA
Hanlon-Longwood,,,,Baltimore,MD
Loma Park,,,,San Antonio,TX
Elkhorn Parks-Radcliff,,,,Lexington,KY
Belmont,,,,Detroit,MI
Briarwood,,,,Little Rock,AR
Jefferson Park,,,,Tucson,AZ
Meadowood,,,,Butler Township,PA
Washington Hill,,,,Baltimore,MD
Freedom Park,,,,Charlotte,NC
Cylburn,,,,Baltimore,MD
Mid-Govans,,,,Baltimore,MD
Oakhurst,,,,Charlotte,NC
McPherson Ranch,,,,Fort Worth,TX
West Old Town,,,,Albuquerque,NM
Mountain Arroyos,,,,El Paso,TX
Southwest,,,,West Palm Beach,FL
West End,,,,Augusta,GA
Arroyo Chico,,,,Tucson,AZ
Kissingbower,,,,Augusta,GA
Field,,,,Minneapolis,MN
Fourth Plain Village,,,,Vancouver,WA
Buckeye Plat,,,,Youngstown,OH
Essex Village,,,,Essex,CT
South Geyer Springs,,,,Little Rock,AR
Walbrook,,,,Baltimore,MD
Olde Glebe,,,,Arlington,VA
Chimney Hills,,,,Tulsa,OK
Hazelwood,,,,Louisville,KY
Bellewood,,,,Mobile,AL
Madison - Eastend,,,,Baltimore,MD
Arlington Gardens,,,,Milwaukee,WI
Kimberline,,,,Mobile,AL
Baxter,,,,Grand Rapids,MI
Donaldson Run,,,,Arlington,VA
Citizens on Alert,,,,San Antonio,TX
Eastside,,,,Olympia,WA
Royal Ridge,,,,San Antonio,TX
Harrisburg,,,,Augusta,GA
Three Chopt,,,,Richmond,VA
Independence Plaza,,,,Kansas City,MO
Sherman Village,,,,Madison,WI
East Campus,,,,Lincoln,NE
Whiteoak,,,,Charlotte,NC
Vine City,,,,Atlanta,GA
Carvedale,,,,San Bernardino,CA
Swope Parkway - Elmwood,,,,Kansas City,MO
Church Hill,,,,Richmond,VA
Cleveland Park,,,,Nashville,TN
Gilcrease Hills,,,,Tulsa,OK
Beauclerc,,,,Jacksonville,FL
Harrison West,,,,Columbus,OH
Navarre,,,,New Orleans,LA
Stayton Meadows,,,,Kansas City,MO
Produce & Waterfront,,,,Oakland,CA
Vasser Village (Lincoln Park),,,,Columbus,OH
Loma del Rey,,,,Albuquerque,NM
Riviera Bay,,,,Saint Petersburg,FL
Lettered Streets,,,,Bellingham,WA
Southwest,,,,Lakeland,FL
El Pinal,,,,Stockton,CA
Armour Hills,,,,Kansas City,MO
Columbus,,,,Tulsa,OK
Tuttle West,,,,Columbus,OH
Haynes Area,,,,Nashville,TN
East Augusta,,,,Augusta,GA
Alta Vista,,,,San Diego,CA
Olympic Manor,,,,Seattle,WA
Arlington,,,,Baltimore,MD
The Gap,,,,Chicago,IL
West Hills,,,,Baltimore,MD
Regina,,,,Minneapolis,MN
Fairway 164th,,,,Vancouver,WA
Lourdes,,,,Mobile,AL
Riverdale,,,,Little Rock,AR
Woodring,,,,Baltimore,MD
Carver Manor,,,,Jacksonville,FL
Vilas,,,,Madison,WI
Shroyer Park,,,,Dayton,OH
South Lake Morton,,,,Lakeland,FL
Heritage Hills,,,,Albuquerque,NM
Hayfield Dundee,,,,Louisville,KY
Northwood,,,,West Palm Beach,FL
Birchwood,,,,Anchorage,AK
Laurelhurst,,,,Santa Ana,CA
University District,,,,Detroit,MI
Trilogy,,,,Gilbert,AZ
Mariners Village,,,,Orlando,FL
Prides Crossing,,,,Aurora,CO
Chelsea-Travis,,,,New York,NY
Glencarlyn,,,,Arlington,VA
Shaw,1490,1598,2520,Washington,DC
Homewood South,,,,Pittsburgh,PA
Winton Place,,,,Cincinnati,OH
Lake Edge,,,,Madison,WI
Hammond Park,,,,Atlanta,GA
White Oak,,,,Kansas City,MO
Edgewater Glen,,,,Chicago,IL
Troy Hill,,,,Pittsburgh,PA
Morningside,,,,Fort Worth,TX
Broadmoor,,,,Jackson,MS
College Hill,,,,Dayton,OH
Fairgrounds,,,,Tucson,AZ
West Hills,,,,Spokane,WA
Thoroughbred Acres-Kingston,,,,Lexington,KY
Las Vistas,,,,Tucson,AZ
Cherry Street,,,,Tulsa,OK
Lake Como,,,,Orlando,FL
Lasalle Area,,,,South Bend,IN
Brownsboro Zorn,,,,Louisville,KY
Springvale,,,,San Antonio,TX
Ridgewood,,,,Madison,WI
Isla Del Sol,,,,Saint Petersburg,FL
Mariners Island,,,,San Mateo,CA
Brookwood Hills,,,,Atlanta,GA
Property Owners of Northhampton,,,,San Antonio,TX
Carver City,,,,Tampa,FL
South 39th Street,,,,Missoula,MT
Texas Street,,,,Mobile,AL
Historic Uptown,,,,Saint Petersburg,FL
Cottage Park,,,,Mobile,AL
Lincoln Heights,,,,Charlotte,NC
Paul A. Diggs,,,,Lakeland,FL
University Hts,,,,Albuquerque,NM
Kenwood Hill,,,,Louisville,KY
Italian Village,,,,Columbus,OH
Northview Hills,,,,Tampa,FL
Vineyard,,,,Kansas City,MO
East San Roque,,,,Santa Barbara,CA
Madison Grove,,,,Bakersfield,CA
Shepherd Park,1294,1363,1616,Washington,DC
Diamond Heights,,,,San Francisco,CA
Hunter Hills,,,,Atlanta,GA
Church Hill North,,,,Richmond,VA
Southside,,,,Jacksonville,FL
Nena,,,,San Bernardino,CA
Heritage Heights Community,,,,Madison,WI
St. Cyrils,,,,Tucson,AZ
Hidden Meadow,,,,San Antonio,TX
Briarwood,,,,Tulsa,OK
Whitehall,,,,Albany,NY
Central High,,,,Little Rock,AR
Touchstone Village-Elm Lane,,,,Charlotte,NC
Bella Vista,,,,Vancouver,WA
Crawford Farms,,,,Fort Worth,TX
Riviera,,,,Mobile,AL
Westfield,,,,Theodore,AL
Osuna Park,,,,Albuquerque,NM
Heart of Missoula,,,,Missoula,MT
Highlands,,,,Kirkland,WA
Downtown,,,,Boise,ID
Hwy 51-Park Road,,,,Charlotte,NC
Eastmont,,,,Dayton,OH
Princeton Lakes,,,,Atlanta,GA
Rolling Acres,,,,Akron,OH
Flying Horse,,,,Colorado Springs,CO
Hollywood Park,,,,Sacramento,CA
Yale-Heights,,,,Baltimore,MD
Cedarhurst,,,,Richmond,VA
Eden,,,,San Antonio,TX
Brittany Hills,,,,Columbus,OH
Torrance Heights Civic,,,,Torrance,CA
Westpoint,,,,Fort Worth,TX
Southeast,,,,Austin,TX
Providence Park,,,,Charlotte,NC
Harborview,,,,Jacksonville,FL
Earlewood,,,,Columbia,SC
Woodville Heights,,,,Jackson,MS
Highland,,,,Oakland,CA
West Slope,,,,Beaverton,OR
Shipley Terrace,850,930,1295,Washington,DC
Midtown-Edmondson,,,,Baltimore,MD
Ewing & Carroll,,,,Trenton,NJ
Dearborn Park,,,,Chicago,IL
Ashland Ranch,,,,Gilbert,AZ
Salmon Brook,,,,Granby,CT
Meredith Parkwood,,,,Santa Ana,CA
Hadley - Washngton,,,,Nashville,TN
Highlands,,,,Boise,ID
Saint Josephs,,,,Baltimore,MD
West Douglas,,,,Kalamazoo,MI
Mountainbrook,,,,Charlotte,NC
Willow Wood,,,,Jackson,MS
East Aurora,,,,Boulder,CO
Manhattan Heights,,,,El Paso,TX
South Riverside,,,,Jacksonville,FL
Edgemoor,,,,Bellingham,WA
Sixteenth Street Heights,1294,1472,1625,Washington,DC
Nws Cooperative Alliance,,,,South Bend,IN
Swansboro West,,,,Richmond,VA
Maysville,,,,Mobile,AL
Parkland Estates,,,,Tampa,FL
Edgewood Manor,,,,Jacksonville,FL
Battle Monument,,,,Trenton,NJ
Sweetwater,,,,Jacksonville,FL
York,,,,Bellingham,WA
Chandler Park,,,,Detroit,MI
Jeff Davis,,,,Richmond,VA
Hi-Pointe,,,,Saint Louis,MO
Whatcom Falls,,,,Bellingham,WA
Fairfax,,,,Oakland,CA
Rolling Meadows,,,,Madison,WI
Overland,,,,Denver,CO
Southwest Waterfront,1519,1843,2195,Washington,DC
Chelwood Vista,,,,Albuquerque,NM
Rio Grande Blvd,,,,Albuquerque,NM
Glendale,,,,Madison,WI
Empire Point,,,,Jacksonville,FL
Forest Park - Linnton,,,,Portland,OR
Floral Park,,,,Santa Ana,CA
Ridge St,,,,Charlottesville,VA
Baker Street,,,,Bakersfield,CA
Sunnyland,,,,Bellingham,WA
Spring Glen,,,,Jacksonville,FL
Gra-Ram,,,,Milwaukee,WI
Mornngside,,,,Knoxville,TN
College Park,,,,Jacksonville,FL
Garfield,,,,Seattle,WA
Kennedy Park,,,,Chicago,IL
Melrose,,,,Nashville,TN
Faireway Hills,,,,Kansas City,MO
Toler Heights,,,,Oakland,CA
Leeway,,,,Arlington,VA
Lake Eola Heights,,,,Orlando,FL
Hubbard-Richard,,,,Detroit,MI
Maple-Prairie,,,,Madison,WI
Shipley Hill,,,,Baltimore,MD
Oakdale,,,,Grand Rapids,MI
Penn North,,,,Baltimore,MD
Santa Barbara,,,,Albuquerque,NM
Golden Hills,,,,Mesa,AZ
Sharon Line-Mcguffey Heights,,,,Youngstown,OH
Sycamore Hills,,,,Columbus,OH
North Canaan,,,,Canaan,CT
Homestead,,,,Portland,OR
Westshore,,,,San Mateo,CA
Third Ward,,,,Charlotte,NC
Downtown,,,,Hartford,CT
Hough,,,,Vancouver,WA
Lakeside,,,,San Antonio,TX
New Town,,,,Jacksonville,FL
Deep River Center,,,,Deep River,CT
West Blue Valley,,,,Kansas City,MO
Sedgewick,,,,Syracuse,NY
Venetia,,,,Jacksonville,FL
Rancho Buena,,,,Tucson,AZ
Holly Oaks,,,,Jacksonville,FL
South Crichton,,,,Mobile,AL
South Poly,,,,Fort Worth,TX
Woodbridge,,,,Detroit,MI
Highwood Estates,,,,Milwaukee,WI
Neelys Bend,,,,Nashville,TN
Oak Hills,,,,San Antonio,TX
Towne Meadows,,,,Gilbert,AZ
Westgate Vecinos,,,,Albuquerque,NM
Jamestown,,,,Jacksonville,FL
Turpin Hill,,,,Augusta,GA
Lake View,,,,Kirkland,WA
South Garden,,,,Richmond,VA
Franz Park,,,,Saint Louis,MO
Tallac Village,,,,Sacramento,CA
Cottage Grove Heights,,,,Chicago,IL
North Crichton,,,,Mobile,AL
Tulip Grove,,,,Nashville,TN
Santa Fe Hills,,,,Kansas City,MO
Tara-Leeway Heights,,,,Arlington,VA
Spring Valley,1517,1599,1894,Washington,DC
Beacon Hills and Harbour,,,,Jacksonville,FL
NW Goldberg,,,,Detroit,MI
Westmorland,,,,Madison,WI
Meadows of Candleridge,,,,Fort Worth,TX
Clayton-Tamm,,,,Saint Louis,MO
Hearthstone,,,,Dayton,OH
Burton Evergreen,,,,Vancouver,WA
Brownlee Woods,,,,Youngstown,OH
El G.H.E.K.O.,,,,Tucson,AZ
Bonnycastle,,,,Louisville,KY
Rattlesnake,,,,Tampa,FL
Northgrove,,,,Mesa,AZ
Golden Gate,,,,Oakland,CA
Greenbriar,,,,Glendale,CA
Lawyers Rd - Fox Mill Rd,,,,Reston,VA
Maxwell,,,,Tulsa,OK
Maple Grove - Franklin,,,,Boise,ID
North Central,,,,Wichita,KS
West Park,,,,Jackson,MS
Shannon Heights,,,,Columbus,OH
Indian Hills,,,,Wichita,KS
Rosewood,,,,Tulsa,OK
Pine Valley,,,,Fort Wayne,IN
Promontory Pointe-Heights,,,,San Antonio,TX
Northbrook,,,,Fort Worth,TX
Alta Vista,,,,Sarasota,FL
Dover Shores East,,,,Orlando,FL
East Quincy Highlands,,,,Aurora,CO
Sunland Springs Village,,,,Mesa,AZ
Castleberry Hill,,,,Atlanta,GA
Upper Hill,,,,Pittsburgh,PA
Western Hills,,,,Columbus,OH
Wadeview Park,,,,Orlando,FL
San Trope,,,,Bakersfield,CA
Blue Ridge,,,,Seattle,WA
Durant Manor,,,,Oakland,CA
Lea Manor,,,,Kansas City,MO
Ortega Forest,,,,Jacksonville,FL
Bon Air,,,,Tampa,FL
Manchester,,,,Pittsburgh,PA
Takoma,1294,1363,1894,Washington,DC
Lawsona-Fern Creek,,,,Orlando,FL
Biddleville,,,,Charlotte,NC
Blackstone Park,,,,Detroit,MI
Kevanna Park,,,,Vancouver,WA
Cornell Heights,,,,Dayton,OH
Carter Park,,,,Vancouver,WA
Remington,,,,Baltimore,MD
El Dorado,,,,San Antonio,TX
Prince Tucson,,,,Tucson,AZ
Parklane,,,,Baltimore,MD
Mt. Adams,,,,Cincinnati,OH
Carrol-South Hilton,,,,Baltimore,MD
Newport Shores,,,,Bellevue,WA
Firestone-Garden Park,,,,Charlotte,NC
Santa Fe,,,,Kansas City,MO
South Eola,,,,Orlando,FL
Civano,,,,Tucson,AZ
Cross Creek,,,,Augusta,GA
Historic Ybor,,,,Tampa,FL
Hannon Park,,,,Mobile,AL
Southern Oaks,,,,Bakersfield,CA
Lower Rattlesnake,,,,Missoula,MT
Highpoint-Glen,,,,Columbus,OH
Red Mountain Ranch,,,,Mesa,AZ
Virginia Park,,,,Detroit,MI
Washington Weatley,,,,Kansas City,MO
The Palisades,1325,1471,1915,Washington,DC
Franklintown Road,,,,Baltimore,MD
Michigan Oaks,,,,Grand Rapids,MI
North Meadows,,,,Milwaukee,WI
Hembstead,,,,Charlotte,NC
Bonne Hills,,,,Kansas City,MO
Evergreen Park,,,,Palo Alto,CA
Overton Park,,,,Fort Worth,TX
Rothfield,,,,Semmes,AL
Rayon City Beautification Association,,,,Nashville,TN
Capitol View,,,,Atlanta,GA
Lake Walker,,,,Baltimore,MD
Cortez Hill,,,,San Diego,CA
Idle Hour,,,,Lexington,KY
Matlock Heights,,,,Wichita,KS
Hollow Hills,,,,Fort Worth,TX
St Anthony East,,,,Minneapolis,MN
